Subject,TripletNumber,Rotation,MovementCondition,STL,Experiment,Retained,RetainedRaw,DistanceTraveled,RT,Go,NoGo
18,68,cw,go,4.729118417,IRLRotn,1.006995027,4.762198728,0.080235112,357,-15,0
18,69,ccw,go,-7.719831089,IRLRotn,0.192667805,-1.487362907,0.080272995,317,15,0
18,70,ccw,stop,0.56353155,IRLRotn,-3.818943157,-2.152094958,0.000305074,312,0,15
18,71,ccw,stop,0.353836969,IRLRotn,12.07200095,4.271520228,0.001330399,339,0,15
18,72,ccw,go,-6.913053713,IRLRotn,0.977908092,-6.760331168,0.080151944,420,15,0
18,73,cw,stop,5.401754102,IRLRotn,1.054764463,5.697578262,0.002252532,387,0,-15
18,74,cw,stop,-0.460767601,IRLRotn,10.84486616,-4.996962965,0.003926662,477,0,-15
18,75,cw,go,3.399241524,IRLRotn,2.64932725,9.0057032,0.080811172,356,-15,0
18,76,cw,go,-3.769958614,IRLRotn,0.862908337,-3.253128717,0.080287541,382,-15,0
18,77,ccw,go,-0.131227838,IRLRotn,18.5058724,-2.428485626,0.080494305,291,15,0
18,78,ccw,stop,1.04443139,IRLRotn,4.631955119,4.837759321,0.002009666,368,0,15
18,79,ccw,stop,-2.833491082,IRLRotn,1.932970794,-5.477055506,0.004036923,329,0,15
18,80,ccw,go,2.235209755,IRLRotn,NaN,NaN,0.080247692,NaN,15,0
18,82,cw,stop,2.783746453,IRLRotn,0.687533918,1.913920105,0.001115023,366,0,-15
18,83,cw,go,4.660496599,IRLRotn,0.418281131,1.94939779,0.080450156,439,-15,0
18,85,ccw,go,-12.11766232,IRLRotn,0.81883354,-9.922348335,0.080227997,349,15,0
18,86,cw,go,5.731426136,IRLRotn,0.590010296,3.381600431,0.080244469,382,-15,0
18,87,ccw,go,-1.931891132,IRLRotn,-0.547127236,1.056990256,0.081046154,395,15,0
18,88,ccw,stop,-4.561522747,IRLRotn,-0.142541123,0.650204577,0.003853555,292,0,15
18,91,cw,go,4.829914626,IRLRotn,-0.330414627,-1.59587444,0.080933689,328,-15,0
18,93,ccw,go,-1.618494739,IRLRotn,-3.118387901,5.047094413,0.080381692,374,15,0
18,94,cw,go,1.541194564,IRLRotn,-0.296550953,-0.457042716,0.08005553,365,-15,0
18,95,ccw,go,1.227176882,IRLRotn,-1.284846008,-1.576733318,0.080069226,448,15,0
18,96,ccw,stop,0.278683332,IRLRotn,8.43926947,2.351883734,0.001563141,295,0,15
18,97,cw,stop,-1.022065979,IRLRotn,0.598207428,-0.61140746,0.002883132,331,0,-15
18,99,cw,go,3.32180957,IRLRotn,1.063821472,3.533812345,0.080999143,401,-15,0
18,101,ccw,go,-0.78687103,IRLRotn,2.996599816,-2.357937583,0.08062925,363,15,0
18,102,cw,go,4.997363335,IRLRotn,0.549048104,2.743792863,0.080096266,347,-15,0
18,103,ccw,go,-3.140173635,IRLRotn,0.180160508,-0.565735279,0.080338269,425,15,0
18,104,ccw,stop,-4.189582932,IRLRotn,-0.40234737,1.685667674,0.001018623,360,0,15
18,107,cw,go,1.352241746,IRLRotn,3.596974267,4.863978761,0.080026115,353,-15,0
18,108,ccw,stop,-7.549729852,IRLRotn,0.634367713,-4.789304862,0.001980075,404,0,15
18,109,ccw,go,1.592607085,IRLRotn,0.195545315,0.311426853,0.080254773,391,15,0
18,110,cw,go,4.720135168,IRLRotn,0.39469746,1.863025362,0.080177258,444,-15,0
18,111,ccw,go,-3.013780412,IRLRotn,0.133665653,-0.402838928,0.080478345,337,15,0
18,114,cw,stop,0.961735776,IRLRotn,0.25827688,0.248394116,0.001578337,346,0,-15
18,115,cw,go,0.444716241,IRLRotn,6.794082713,3.021438923,0.080294468,320,-15,0
18,117,ccw,go,-1.527682724,IRLRotn,-0.080104704,0.122374573,0.080013283,359,15,0
18,118,cw,go,-0.565236489,IRLRotn,-3.110735077,1.758300972,0.080108443,311,-15,0
18,119,ccw,go,-5.144084372,IRLRotn,0.677010209,-3.482597638,0.08009626,386,15,0
18,124,cw,go,2.365322383,IRLRotn,-0.67277524,-1.591330334,0.08046749,392,-15,0
18,125,ccw,go,-3.71104634,IRLRotn,1.32014018,-4.899101384,0.080050948,296,15,0
18,126,cw,stop,7.021212045,IRLRotn,0.824202935,5.786903578,0.001718101,409,0,-15
18,127,ccw,go,-4.463830403,IRLRotn,0.396086989,-1.768065142,0.081146661,361,15,0
18,128,cw,stop,-1.579396747,IRLRotn,-1.11230174,1.756765751,0.001083186,413,0,-15
18,129,cw,go,1.969601695,IRLRotn,1.443662036,2.843439193,0.080153668,412,-15,0
18,130,ccw,stop,-1.380741975,IRLRotn,1.085716547,-1.49909441,0.003380064,399,0,15
18,132,cw,go,2.008853097,IRLRotn,0.647732212,1.30119886,0.080255141,356,-15,0
18,133,ccw,go,-4.159137255,IRLRotn,0.340066818,-1.414384571,0.080173087,381,15,0
18,134,cw,stop,1.761302099,IRLRotn,2.655624786,4.677357509,0.001283861,340,0,-15
18,135,ccw,go,-6.301675069,IRLRotn,1.043508965,-6.575854432,0.080244194,365,15,0
18,136,cw,stop,6.609948698,IRLRotn,0.57818326,3.821761689,0.000308169,458,0,-15
18,137,cw,go,4.643572408,IRLRotn,-0.136810882,-0.635291238,0.080083793,383,-15,0
18,138,ccw,stop,1.965926337,IRLRotn,-0.040853224,-0.08031443,0.002049217,366,0,15
18,140,cw,go,4.151753209,IRLRotn,0.733526167,3.045419619,0.080761523,356,-15,0
18,141,ccw,go,-5.513288518,IRLRotn,1.060286892,-5.845667545,0.080365875,308,15,0
18,143,ccw,go,-6.504943247,IRLRotn,1.079786505,-7.023949932,0.080516223,387,15,0
18,144,cw,stop,1.943880448,IRLRotn,0.074438336,0.144699225,0.000791031,314,0,-15
18,145,cw,go,3.624472955,IRLRotn,0.414513129,1.502391626,0.080687581,367,-15,0
18,148,cw,go,8.968854666,IRLRotn,0.724230287,6.495516187,0.080427498,384,-15,0
18,149,ccw,go,-0.351923323,IRLRotn,1.290754012,-0.454246441,0.080196672,381,15,0
18,150,cw,stop,0.300692998,IRLRotn,-21.55432657,-6.481235069,0.000604893,420,0,-15
18,151,ccw,go,2.320564265,IRLRotn,1.169862612,2.714741372,0.080305356,432,15,0
18,153,cw,go,2.386396987,IRLRotn,0.267939745,0.6394106,0.080675765,349,-15,0
18,154,ccw,stop,-0.943029416,IRLRotn,0.509366172,-0.480347284,0.002643388,343,0,15
18,155,ccw,stop,2.96396967,IRLRotn,0.825596836,2.447043982,0.001152094,432,0,15
18,156,cw,go,-1.182037762,IRLRotn,2.064428466,-2.440232404,0.080205825,386,-15,0
18,157,ccw,go,-3.060395883,IRLRotn,0.216591836,-0.662856762,0.080837278,356,15,0
18,158,cw,stop,2.379675736,IRLRotn,0.256803127,0.61110817,0.000721449,311,0,-15
18,159,ccw,go,-0.586941412,IRLRotn,4.77988457,-2.805512201,0.080871745,319,15,0
19,1,ccw,go,-5.527226143,IRLRotn,NaN,NaN,0.080175202,369,15,0
19,4,ccw,go,-0.370749947,IRLRotn,-2.364331963,0.876575949,0.08024888,304,15,0
19,5,cw,stop,-0.184643238,IRLRotn,-12.54277712,2.315938987,0.000800851,468,0,-15
19,6,cw,stop,-0.440593591,IRLRotn,-2.862425955,1.26116653,0.002208149,378,0,-15
19,7,cw,go,4.363271348,IRLRotn,0.303143543,1.322697536,0.080436515,283,-15,0
19,9,ccw,go,-3.208246026,IRLRotn,0.780748366,-2.504832842,0.080558729,395,15,0
19,10,cw,go,7.237650006,IRLRotn,1.612907044,11.67365668,0.080387726,422,-15,0
19,12,ccw,go,-1.686993582,IRLRotn,3.560728839,-6.006926699,0.08014508,371,15,0
19,14,cw,stop,-0.348541137,IRLRotn,5.634300031,-1.963785341,0.002275697,334,0,-15
19,15,cw,go,0.874086398,IRLRotn,1.529160995,1.336618826,0.08030166,547,-15,0
19,19,ccw,stop,1.61617476,IRLRotn,-0.718747237,-1.161621143,0.000530395,373,0,15
19,25,ccw,go,-2.811462367,IRLRotn,1.052211457,-2.958252914,0.080229386,397,15,0
19,28,ccw,go,1.847943874,IRLRotn,-0.088613282,-0.163752372,0.080484864,351,15,0
19,31,cw,go,-4.917630034,IRLRotn,-0.881492532,4.334854151,0.080451357,289,-15,0
19,32,ccw,stop,-1.387724809,IRLRotn,0.691521315,-0.959641284,0.001683244,322,0,15
19,33,ccw,go,-5.734964859,IRLRotn,1.199576991,-6.879531888,0.080360964,340,15,0
19,34,cw,go,4.574431197,IRLRotn,0.654506174,2.993993461,0.080240565,379,-15,0
19,36,ccw,go,0.220283159,IRLRotn,15.8250747,3.485997449,0.080082117,397,15,0
19,42,ccw,go,4.514174795,IRLRotn,2.271409001,10.25353726,0.080145773,515,15,0
19,43,cw,go,1.352283922,IRLRotn,1.426480076,1.929006071,0.080213797,372,-15,0
19,46,ccw,go,4.216877491,IRLRotn,0.937763683,3.954434568,0.080912273,323,15,0
19,51,cw,go,2.556427166,IRLRotn,NaN,NaN,0.08008247,343,-15,0
19,53,cw,go,1.335014821,IRLRotn,1.634482893,2.182058886,0.080291384,451,-15,0
19,54,ccw,go,0.508709853,IRLRotn,1.410013462,0.717287741,0.080455364,447,15,0
19,55,ccw,stop,1.132197292,IRLRotn,-1.446033748,-1.637195494,0.003292163,360,0,15
19,56,cw,stop,-2.273118418,IRLRotn,1.751952228,-3.982394878,0.000397212,490,0,-15
19,58,ccw,go,-2.868151994,IRLRotn,-0.231197589,0.663109825,0.08028824,386,15,0
19,59,cw,go,5.14397272,IRLRotn,0.965761448,4.967850543,0.08002584,489,-15,0
19,60,ccw,stop,-0.757683264,IRLRotn,4.869632874,-3.689639332,0.003121262,315,0,15
19,61,cw,go,-1.028766284,IRLRotn,2.678823355,-2.755883149,0.080508431,337,-15,0
19,62,ccw,go,0.086038887,IRLRotn,21.94187804,1.887854774,0.080423599,485,15,0
19,63,ccw,stop,4.182040329,IRLRotn,-0.89293444,-3.734287838,0.002785486,514,0,15
19,67,cw,go,2.421653657,IRLRotn,0.697007163,1.687909946,0.080937149,453,-15,0
19,68,ccw,stop,0.47284202,IRLRotn,0.032815658,0.015516622,0.000464022,543,0,15
19,70,ccw,go,-1.513419063,IRLRotn,3.240740095,-4.904597836,0.080161349,357,15,0
19,71,ccw,stop,0.321293327,IRLRotn,31.42935064,10.09804063,0.002137999,424,0,15
19,75,cw,go,-1.349449531,IRLRotn,NaN,NaN,0.080207445,340,-15,0
19,77,cw,go,1.416124842,IRLRotn,3.156942117,4.470624155,0.081055205,399,-15,0
19,78,ccw,go,-8.165011364,IRLRotn,0.79185286,-6.465487604,0.080267194,393,15,0
19,84,cw,go,0.218511017,IRLRotn,40.12767041,8.768338083,0.080358481,348,-15,0
19,86,ccw,stop,3.668234715,IRLRotn,0.856643235,3.142368452,0.00468066,348,0,15
19,87,cw,stop,1.152988361,IRLRotn,0.210378695,0.242564187,0.002422828,358,0,-15
19,88,ccw,go,-2.249273422,IRLRotn,2.156230176,-4.849951227,0.080447039,327,15,0
19,89,ccw,stop,7.751462054,IRLRotn,0.526447292,4.080736211,0.003972573,442,0,15
19,90,cw,go,5.868512764,IRLRotn,1.917289604,11.25163851,0.080104896,366,-15,0
19,91,ccw,go,-15.72278476,IRLRotn,1.019543599,-16.03006456,0.080218117,324,15,0
19,92,cw,go,-0.450269904,IRLRotn,1.496850002,-0.673986507,0.080033562,404,-15,0
19,93,cw,stop,8.733227431,IRLRotn,0.524350955,4.579276143,0.002327537,418,0,-15
19,96,ccw,go,-1.24584378,IRLRotn,-1.625961771,2.025694359,0.080292142,391,15,0
19,98,cw,go,-1.213829463,IRLRotn,2.859619109,-3.471089927,0.080368158,410,-15,0
19,99,ccw,go,-3.719163419,IRLRotn,NaN,NaN,0.08070367,396,15,0
19,103,cw,stop,-2.449870027,IRLRotn,0.078094023,-0.191320207,0.002532025,457,0,-15
19,104,ccw,go,-4.543250599,IRLRotn,0.456770937,-2.075224835,0.08029594,331,15,0
19,105,ccw,stop,1.896523232,IRLRotn,1.563342009,2.964914441,0.003256689,411,0,15
19,106,cw,go,1.759008075,IRLRotn,2.467509039,4.340368324,0.080375902,393,-15,0
19,107,ccw,go,-9.738042879,IRLRotn,0.235346653,-2.291815795,0.080552204,456,15,0
19,108,cw,go,5.431523466,IRLRotn,0.532171568,2.890502358,0.080270997,318,-15,0
19,112,ccw,go,3.165558466,IRLRotn,1.644882117,5.206970511,0.080006078,433,15,0
19,113,ccw,stop,1.384268268,IRLRotn,-1.180475879,-1.6340953,0.001321319,441,0,15
19,114,cw,go,-0.520533491,IRLRotn,0.258497168,-0.134556433,0.08020265,348,-15,0
19,115,ccw,go,-5.506128609,IRLRotn,0.48600612,-2.676012202,0.08022966,331,15,0
19,116,cw,go,4.103691961,IRLRotn,0.735260762,3.017283679,0.080380247,334,-15,0
19,117,cw,stop,0.30442486,IRLRotn,7.655822476,2.330622683,0.000929326,392,0,-15
19,118,ccw,stop,-1.433914597,IRLRotn,-0.569554254,0.816692159,0.00330417,388,0,15
19,119,cw,stop,-4.06175709,IRLRotn,-0.186832133,0.758866743,0.002156369,472,0,-15
19,120,ccw,go,-3.289087856,IRLRotn,NaN,NaN,0.080213109,NaN,15,0
19,121,ccw,go,-2.606031588,IRLRotn,-0.807334404,2.103938958,0.080249961,342,15,0
19,123,cw,go,1.717399812,IRLRotn,2.147527996,3.688164175,0.08038864,415,-15,0
19,124,cw,go,0.174877503,IRLRotn,-12.94095297,-2.263081547,0.080616556,332,-15,0
19,125,ccw,go,0.67765804,IRLRotn,-2.083494368,-1.41189671,0.080060559,360,15,0
19,126,ccw,stop,4.547012722,IRLRotn,0.336038658,1.527972053,0.002855462,437,0,15
19,127,ccw,stop,0.418089998,IRLRotn,5.688399115,2.378262772,0.004817842,459,0,15
19,129,ccw,go,-0.336208335,IRLRotn,1.623631221,-0.545878349,0.080563306,457,15,0
19,131,cw,go,3.98492214,IRLRotn,0.704512232,2.807426391,0.080524367,343,-15,0
19,132,cw,go,5.404453117,IRLRotn,0.960278105,5.189778,0.080094481,378,-15,0
19,133,ccw,go,-1.08358473,IRLRotn,6.262118727,-6.785536232,0.080034627,391,15,0
19,136,cw,stop,4.770791358,IRLRotn,0.783127052,3.736135774,0.001464583,413,0,-15
19,137,ccw,go,-6.430811348,IRLRotn,0.798117639,-5.132543972,0.080507674,321,15,0
19,138,cw,stop,4.676372138,IRLRotn,0.496318884,2.3209718,0.000788803,429,0,-15
19,139,cw,go,2.166175365,IRLRotn,0.943643627,2.044097578,0.08019434,400,-15,0
19,140,cw,go,1.711189907,IRLRotn,1.585163717,2.712516154,0.080192094,432,-15,0
19,141,ccw,go,-0.980583501,IRLRotn,2.806145825,-2.751660296,0.0809736,371,15,0
19,142,ccw,stop,5.616231454,IRLRotn,0.451262689,2.534395709,0.002045845,323,0,15
19,143,ccw,stop,-3.698795133,IRLRotn,0.558960064,-2.067478765,0.002312918,381,0,15
19,145,ccw,go,-7.80221467,IRLRotn,0.440425027,-3.436290608,0.080138708,378,15,0
19,147,cw,go,1.33456675,IRLRotn,-0.527953445,-0.704589113,0.080329241,387,-15,0
19,148,cw,go,1.327466257,IRLRotn,0.415015383,0.550918918,0.080439382,484,-15,0
19,149,ccw,go,3.078163937,IRLRotn,0.50118493,1.542729377,0.080416454,388,15,0
19,153,ccw,go,4.616902007,IRLRotn,0.046927361,0.216659028,0.080326859,387,15,0
19,154,cw,stop,3.209212902,IRLRotn,1.284506731,4.122255575,0.001460707,329,0,-15
19,155,cw,go,-4.148233461,IRLRotn,0.916507162,-3.801885676,0.080146845,374,-15,0
19,156,cw,go,1.339219037,IRLRotn,-2.137334624,-2.862359216,0.080592667,336,-15,0
19,157,ccw,go,1.545778004,IRLRotn,-0.382633845,-0.591466981,0.08023531,451,15,0
19,158,ccw,stop,1.076728987,IRLRotn,-1.502068626,-1.61732083,0.000376938,369,0,15
19,159,ccw,stop,3.280240552,IRLRotn,0.886370318,2.90750786,0.001797284,408,0,15
20,2,cw,go,19.72308982,IRLRotn,0.695206265,13.71161562,0.080289953,599,-15,0
20,7,cw,go,5.951512425,IRLRotn,1.756372694,10.45307391,0.080737328,367,-15,0
20,9,ccw,go,-7.253884793,IRLRotn,1.119641726,-8.121752089,0.081336361,521,15,0
20,10,cw,go,4.064753215,IRLRotn,3.397797247,13.81120729,0.080092807,363,-15,0
20,12,cw,stop,2.514187307,IRLRotn,-0.653655867,-1.643413285,0.001144779,482,0,-15
20,13,cw,stop,8.446951446,IRLRotn,0.060437161,0.510509764,0.004103998,502,0,-15
20,14,ccw,go,-0.755324229,IRLRotn,3.84868849,-2.907007667,0.08020546,616,15,0
20,15,cw,go,4.546948713,IRLRotn,0.071496315,0.325090077,0.080697193,440,-15,0
20,16,ccw,stop,0.014142946,IRLRotn,201.7118831,2.85280025,0.003614866,338,0,15
20,17,ccw,go,-7.068124378,IRLRotn,NaN,NaN,0.080148201,511,15,0
20,21,cw,stop,2.223799217,IRLRotn,0.990173804,2.20194773,0.003957495,438,0,-15
20,22,ccw,go,-15.301483,IRLRotn,NaN,NaN,0.080139303,467,15,0
20,25,ccw,go,-4.47937014,IRLRotn,-0.052254653,0.234067933,0.080637913,401,15,0
20,26,cw,go,3.970103414,IRLRotn,NaN,NaN,0.080025441,857,-15,0
20,29,cw,stop,-0.006075849,IRLRotn,273.4045784,-1.661164871,0.00183555,399,0,-15
20,30,ccw,go,-5.981266343,IRLRotn,0.433010446,-2.589950807,0.080677312,405,15,0
20,31,cw,go,14.66829924,IRLRotn,0.816859807,11.98194408,0.080436756,382,-15,0
20,33,ccw,go,-6.912066765,IRLRotn,0.515512848,-3.563259224,0.080670468,418,15,0
20,34,cw,go,-4.274027022,IRLRotn,-0.325609533,1.391663942,0.080543143,370,-15,0
20,36,cw,stop,0.276653936,IRLRotn,-12.54986569,-3.471969745,0.002568264,473,0,-15
20,38,ccw,go,-2.94357065,IRLRotn,1.202903369,-3.540831052,0.080213835,369,15,0
20,39,cw,go,8.40287231,IRLRotn,0.556537163,4.676510718,0.08004513,354,-15,0
20,41,cw,go,-4.607451284,IRLRotn,-1.296572325,5.973893821,0.080872866,404,-15,0
20,44,ccw,stop,-5.359028997,IRLRotn,0.903889945,-4.843972425,0.00193034,397,0,15
20,45,cw,stop,-4.108233827,IRLRotn,-0.774632741,3.182372431,0.004954494,420,0,-15
20,46,ccw,go,0.143094953,IRLRotn,-8.25725848,-1.181572012,0.080997709,425,15,0
20,47,cw,go,7.409595251,IRLRotn,0.560850322,4.155673883,0.08005347,350,-15,0
20,48,ccw,go,-3.439520526,IRLRotn,0.196895769,-0.677227038,0.080138986,434,15,0
20,49,cw,go,8.854172392,IRLRotn,0.637719458,5.646478022,0.080476016,362,-15,0
20,51,cw,stop,4.196206214,IRLRotn,-0.185232875,-0.777275342,0.001490528,371,0,-15
20,53,cw,stop,8.714504652,IRLRotn,-0.028366409,-0.247199207,0.000855714,402,0,-15
20,54,ccw,go,4.727310157,IRLRotn,-0.277852679,-1.313495792,0.080301331,360,15,0
20,55,cw,go,9.720000482,IRLRotn,1.254042298,12.18929174,0.080518162,437,-15,0
20,56,ccw,go,-6.825775075,IRLRotn,0.827803289,-5.65039906,0.080583051,433,15,0
20,57,cw,go,2.001735336,IRLRotn,3.027094497,6.059442019,0.080158407,329,-15,0
20,58,ccw,stop,-3.192949715,IRLRotn,0.640996662,-2.046670108,0.000941533,361,0,15
20,60,ccw,stop,-0.205190951,IRLRotn,-6.099813582,1.25162655,0.003001384,439,0,15
20,62,ccw,go,-5.910652198,IRLRotn,0.54939275,-3.247269466,0.080405236,383,15,0
20,63,cw,go,-3.563798985,IRLRotn,0.004526062,-0.016129975,0.080366615,335,-15,0
20,64,ccw,go,0.789003155,IRLRotn,-3.585086921,-2.828644891,0.0803127,454,15,0
20,65,cw,go,7.981543325,IRLRotn,0.162080033,1.293648808,0.080374073,459,-15,0
20,69,cw,stop,3.533998974,IRLRotn,-0.76700054,-2.710579123,0.00184978,442,0,-15
20,70,ccw,go,-6.620245238,IRLRotn,0.998464222,-6.610078013,0.08051669,532,15,0
20,71,cw,go,9.366716466,IRLRotn,1.018575092,9.540704088,0.080135737,472,-15,0
20,72,ccw,go,-3.301960251,IRLRotn,0.224270173,-0.740531196,0.081468316,362,15,0
20,73,cw,go,6.046865872,IRLRotn,0.671063245,4.057829435,0.08022334,335,-15,0
20,75,cw,stop,0.96848957,IRLRotn,1.601371921,1.550912004,0.002461362,402,0,-15
20,77,cw,stop,1.472190341,IRLRotn,2.190050108,3.224170615,0.002531481,465,0,-15
20,78,ccw,go,-3.800148829,IRLRotn,1.172274394,-4.454817166,0.080388249,529,15,0
20,79,cw,go,9.282004394,IRLRotn,1.0669855,9.903764103,0.080274642,349,-15,0
20,80,ccw,go,-8.58762793,IRLRotn,NaN,NaN,0.080217684,NaN,15,0
20,84,ccw,go,4.388441353,IRLRotn,-0.058683953,-0.257531088,0.081098006,548,15,0
20,85,ccw,go,2.774519934,IRLRotn,0.061814498,0.171505558,0.080500462,361,15,0
20,86,cw,go,1.121564363,IRLRotn,2.359158824,2.645948464,0.080315639,381,-15,0
20,90,cw,stop,-0.065760145,IRLRotn,-34.82008722,2.289773974,0.00358453,464,0,-15
20,91,cw,stop,0.414108311,IRLRotn,0.177945415,0.073688675,0.001712323,354,0,-15
20,92,ccw,go,3.001567728,IRLRotn,2.139624305,6.422227263,0.080022243,374,15,0
20,93,ccw,go,-8.321243764,IRLRotn,1.555562134,-12.9442117,0.080503737,334,15,0
20,94,cw,go,2.524902894,IRLRotn,1.181245379,2.982529875,0.080321468,314,-15,0
20,95,cw,go,6.665557136,IRLRotn,0.505235573,3.36767658,0.081000692,342,-15,0
20,100,ccw,go,-2.831617047,IRLRotn,0.081845194,-0.231754246,0.080408258,447,15,0
20,101,ccw,go,-6.778678932,IRLRotn,0.244102946,-1.654695496,0.080019253,288,15,0
20,102,cw,go,-1.939887575,IRLRotn,2.422132506,-4.698664753,0.08058726,459,-15,0
20,103,cw,go,3.104026902,IRLRotn,1.594571085,4.949591545,0.080132187,397,-15,0
20,105,ccw,stop,-1.300354886,IRLRotn,0.637250566,-0.828651887,0.001570518,428,0,15
20,107,cw,stop,9.261351212,IRLRotn,0.614877933,5.694600492,0.004431514,389,0,-15
20,108,ccw,go,-3.794169367,IRLRotn,1.624856785,-6.164981841,0.080636531,313,15,0
20,109,ccw,go,-3.295035311,IRLRotn,1.81371009,-5.97623879,0.081130512,45,15,0
20,110,cw,go,9.630537001,IRLRotn,2.041381656,19.65960157,0.080460366,358,-15,0
20,111,cw,go,-5.6321835,IRLRotn,1.318608661,-7.426645943,0.08019688,317,-15,0
20,116,ccw,go,-7.344210456,IRLRotn,0.405193168,-2.975823904,0.080041458,323,15,0
20,117,ccw,go,-3.097158871,IRLRotn,0.534625722,-1.655820797,0.080706486,368,15,0
20,118,cw,go,-1.559706059,IRLRotn,-0.08176071,0.127522675,0.080550185,430,-15,0
20,119,cw,go,-7.394408155,IRLRotn,0.649198004,-4.800435016,0.080557345,408,-15,0
20,122,cw,go,-0.964112264,IRLRotn,-1.27300023,1.227315134,0.080545027,441,-15,0
20,123,cw,go,4.057810785,IRLRotn,0.037957728,0.154025278,0.08068919,395,-15,0
20,124,ccw,go,-7.919229502,IRLRotn,NaN,NaN,0.080140729,402,15,0
20,130,cw,go,6.233708031,IRLRotn,0.725543934,4.522829048,0.080067901,346,-15,0
20,131,cw,go,4.640540421,IRLRotn,0.219871963,1.020324733,0.080356203,376,-15,0
20,132,ccw,go,-3.759731711,IRLRotn,0.085041606,-0.319733623,0.081191113,396,15,0
20,133,ccw,go,-4.925731377,IRLRotn,0.873019129,-4.300257717,0.080481193,357,15,0
20,135,ccw,stop,-8.367603719,IRLRotn,1.066391348,-8.923140207,0.002372878,395,0,15
20,138,cw,go,6.143093375,IRLRotn,-0.397648286,-2.442790551,0.080397988,357,-15,0
20,139,cw,go,12.34690672,IRLRotn,0.576899651,7.122926174,0.080003702,368,-15,0
20,140,ccw,go,-3.166423738,IRLRotn,1.785381473,-5.653274278,0.080011601,346,15,0
20,141,ccw,go,-7.700657423,IRLRotn,0.645279547,-4.969076737,0.081014045,518,15,0
20,144,cw,stop,4.705140616,IRLRotn,0.790525339,3.71953288,0.002334364,437,0,-15
20,146,cw,go,-0.227496608,IRLRotn,-31.49775207,7.165631758,0.080375909,329,-15,0
20,147,cw,go,4.014343509,IRLRotn,-0.913828153,-3.668420112,0.080508351,357,-15,0
20,148,ccw,go,0.071543882,IRLRotn,-0.386467696,-0.027649399,0.080567225,358,15,0
20,153,cw,stop,8.485862902,IRLRotn,0.910976042,7.7304178,0.000854878,362,0,-15
20,154,cw,go,1.607383832,IRLRotn,-0.443725994,-0.713237988,0.080996664,320,-15,0
20,155,cw,go,-1.195375038,IRLRotn,-4.578495541,5.473019282,0.080153084,223,-15,0
20,156,ccw,go,-11.1000347,IRLRotn,0.774715473,-8.599368634,0.080383826,466,15,0
20,157,ccw,go,-4.221393779,IRLRotn,1.466741293,-6.191692569,0.080630567,365,15,0
20,158,ccw,stop,4.207796291,IRLRotn,NaN,NaN,0.003928027,407,0,15
